loc_rowid,pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_masse,sy_dist
18639,Kepler-342 d,1,4,Transit,2014,Kepler,,781.6110000
18640,Kepler-342 d,1,4,Transit,2014,Kepler,,781.6110000
18641,Kepler-342 e,1,4,Transit,2016,Kepler,,781.6110000
18642,Kepler-342 e,1,4,Transit,2016,Kepler,,781.6110000
18643,Kepler-342 e,1,4,Transit,2016,Kepler,,781.6110000
18644,Kepler-342 e,1,4,Transit,2016,Kepler,,781.6110000
18645,Kepler-342 e,1,4,Transit,2016,Kepler,,781.6110000
18646,Kepler-342 e,1,4,Transit,2016,Kepler,,781.6110000
18647,Kepler-342 e,1,4,Transit,2016,Kepler,,781.6110000
18648,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18649,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18650,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18651,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18652,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18653,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18654,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18655,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18656,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18657,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18658,Kepler-343 b,1,2,Transit,2014,Kepler,,927.1930000
18659,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18660,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18661,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18662,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18663,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18664,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18665,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18666,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18667,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18668,Kepler-343 c,1,2,Transit,2014,Kepler,,927.1930000
18669,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18670,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18671,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18672,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18673,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18674,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18675,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18676,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18677,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18678,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18679,Kepler-344 b,1,2,Transit,2014,Kepler,,1002.9400000
18680,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18681,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18682,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18683,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18684,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18685,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18686,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18687,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18688,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18689,Kepler-344 c,1,2,Transit,2014,Kepler,,1002.9400000
18690,Kepler-345 b,1,2,Transit,2014,Kepler,,
18691,Kepler-345 b,1,2,Transit,2014,Kepler,,
18692,Kepler-345 b,1,2,Transit,2014,Kepler,,
18693,Kepler-345 b,1,2,Transit,2014,Kepler,,
18694,Kepler-345 b,1,2,Transit,2014,Kepler,,
18695,Kepler-345 b,1,2,Transit,2014,Kepler,,
18696,Kepler-345 b,1,2,Transit,2014,Kepler,,
18697,Kepler-345 b,1,2,Transit,2014,Kepler,,
18698,Kepler-345 b,1,2,Transit,2014,Kepler,,
18699,Kepler-345 b,1,2,Transit,2014,Kepler,0.50000,
18700,Kepler-345 c,1,2,Transit,2014,Kepler,,
18701,Kepler-345 c,1,2,Transit,2014,Kepler,,
18702,Kepler-345 c,1,2,Transit,2014,Kepler,,
18703,Kepler-345 c,1,2,Transit,2014,Kepler,,
18704,Kepler-345 c,1,2,Transit,2014,Kepler,2.20000,
18705,Kepler-345 c,1,2,Transit,2014,Kepler,,
18706,Kepler-345 c,1,2,Transit,2014,Kepler,,
18707,Kepler-345 c,1,2,Transit,2014,Kepler,,
18708,Kepler-345 c,1,2,Transit,2014,Kepler,,
18709,Kepler-345 c,1,2,Transit,2014,Kepler,,
18710,Kepler-345 c,1,2,Transit,2014,Kepler,,
18711,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18712,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18713,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18714,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18715,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18716,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18717,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18718,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18719,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18720,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18721,Kepler-346 b,1,2,Transit,2014,Kepler,,984.1050000
18722,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18723,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18724,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18725,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18726,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18727,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18728,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18729,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18730,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18731,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18732,Kepler-346 c,1,2,Transit,2014,Kepler,,984.1050000
18733,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18734,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18735,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18736,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18737,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18738,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18739,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18740,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18741,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18742,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18743,Kepler-347 b,1,2,Transit,2014,Kepler,,1298.8800000
18744,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18745,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18746,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18747,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18748,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18749,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18750,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18751,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18752,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18753,Kepler-347 c,1,2,Transit,2014,Kepler,,1298.8800000
18754,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18755,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18756,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18757,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18758,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18759,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18760,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18761,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18762,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18763,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18764,Kepler-348 b,1,2,Transit,2014,Kepler,,570.7830000
18765,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18766,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18767,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18768,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18769,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18770,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18771,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18772,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18773,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18774,Kepler-348 c,1,2,Transit,2014,Kepler,,570.7830000
18775,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18776,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18777,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18778,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18779,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18780,Kepler-349 b,1,2,Transit,2014,Kepler,94.50000,940.7240000
18781,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18782,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18783,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18784,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18785,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18786,Kepler-349 b,1,2,Transit,2014,Kepler,,940.7240000
18787,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18788,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18789,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18790,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18791,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18792,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18793,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18794,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18795,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18796,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18797,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18798,Kepler-349 c,1,2,Transit,2014,Kepler,,940.7240000
18799,Kepler-35 b,2,1,Transit,2011,Kepler,40.36300,1819.1700000
18800,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18801,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18802,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18803,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18804,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18805,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18806,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18807,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18808,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18809,Kepler-350 b,1,3,Transit,2014,Kepler,,956.8590000
18810,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18811,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18812,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18813,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18814,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18815,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18816,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18817,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18818,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18819,Kepler-350 c,1,3,Transit,2013,Kepler,7.20000,956.8590000
18820,Kepler-350 c,1,3,Transit,2013,Kepler,6.10000,956.8590000
18821,Kepler-350 c,1,3,Transit,2013,Kepler,,956.8590000
18822,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18823,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18824,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18825,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18826,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18827,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18828,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18829,Kepler-350 d,1,3,Transit,2013,Kepler,14.80000,956.8590000
18830,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18831,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18832,Kepler-350 d,1,3,Transit,2013,Kepler,,956.8590000
18833,Kepler-350 d,1,3,Transit,2013,Kepler,14.90000,956.8590000
18834,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18835,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18836,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18837,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18838,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18839,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18840,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18841,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18842,Kepler-351 b,1,3,Transit,2014,Kepler,4.80000,1083.9100000
18843,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18844,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18845,Kepler-351 b,1,3,Transit,2014,Kepler,,1083.9100000
18846,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18847,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18848,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18849,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18850,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18851,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18852,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18853,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18854,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18855,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18856,Kepler-351 c,1,3,Transit,2014,Kepler,,1083.9100000
18857,Kepler-351 c,1,3,Transit,2014,Kepler,11.10000,1083.9100000
18858,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18859,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18860,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18861,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18862,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18863,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18864,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18865,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18866,Kepler-351 d,1,3,Transit,2016,Kepler,,1083.9100000
18867,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18868,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18869,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18870,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18871,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18872,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18873,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18874,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18875,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18876,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18877,Kepler-352 b,1,2,Transit,2014,Kepler,,252.7330000
18878,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18879,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18880,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18881,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18882,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18883,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18884,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18885,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18886,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18887,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18888,Kepler-352 c,1,2,Transit,2014,Kepler,,252.7330000
18889,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18890,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18891,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18892,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18893,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18894,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18895,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18896,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18897,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18898,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18899,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18900,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18901,Kepler-353 b,2,2,Transit,2014,Kepler,,384.6940000
18902,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18903,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18904,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18905,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18906,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18907,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18908,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18909,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18910,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18911,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18912,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18913,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18914,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18915,Kepler-353 c,2,2,Transit,2014,Kepler,,384.6940000
18916,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18917,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18918,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18919,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18920,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18921,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18922,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18923,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18924,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18925,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18926,Kepler-354 b,1,3,Transit,2014,Kepler,,554.0640000
18927,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18928,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18929,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18930,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18931,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18932,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18933,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18934,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18935,Kepler-354 c,1,3,Transit,2014,Kepler,,554.0640000
18936,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18937,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18938,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18939,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18940,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18941,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18942,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18943,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18944,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18945,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18946,Kepler-354 d,1,3,Transit,2014,Kepler,,554.0640000
18947,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18948,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18949,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18950,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18951,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18952,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18953,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18954,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18955,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18956,Kepler-355 b,1,2,Transit,2014,Kepler,,1432.1700000
18957,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18958,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18959,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18960,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18961,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18962,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18963,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18964,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18965,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18966,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18967,Kepler-355 c,1,2,Transit,2014,Kepler,,1432.1700000
18968,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18969,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18970,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18971,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18972,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18973,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18974,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18975,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18976,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18977,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18978,Kepler-356 b,1,2,Transit,2014,Kepler,,707.5590000
18979,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18980,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18981,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18982,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18983,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18984,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18985,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18986,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18987,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18988,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18989,Kepler-356 c,1,2,Transit,2014,Kepler,,707.5590000
18990,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18991,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18992,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18993,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18994,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18995,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18996,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18997,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18998,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
18999,Kepler-357 b,1,3,Transit,2014,Kepler,,688.5730000
19000,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19001,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19002,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19003,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19004,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19005,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19006,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19007,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19008,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19009,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19010,Kepler-357 c,1,3,Transit,2014,Kepler,,688.5730000
19011,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19012,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19013,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19014,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19015,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19016,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19017,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19018,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19019,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19020,Kepler-357 d,1,3,Transit,2014,Kepler,,688.5730000
19021,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19022,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19023,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19024,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19025,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19026,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19027,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19028,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19029,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19030,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19031,Kepler-358 b,1,2,Transit,2014,Kepler,,1101.1000000
19032,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19033,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19034,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19035,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
